id,service_id,salon_id,service_name,service_num,department_name,service_class_name,goods_id,goods_name,balance,consume_unit,consume_unit_id,unit,material_raw_json
105408,69699,1467,唇腭裂修复术,ZW078,整外科,其他手术,,,,,,,
105407,69698,1467,疤痕切除术,ZW077,整外科,其他手术,,,,,,,
105405,69696,1467,酒窝成型术,ZW075,整外科,其他手术,,,,,,,
105404,69695,1467,厚唇改薄术,ZW074,整外科,其他手术,,,,,,,
105403,69694,1467,进口膨体,ZW073,整外科,下巴手术,,,,,,,
105402,69693,1467,国产膨体,ZW072,整外科,下巴手术,,,,,,,
105401,69692,1467,进口假体,ZW071,整外科,下巴手术,,,,,,,
105400,69691,1467,国产假体,ZW070,整外科,下巴手术,,,,,,,
105399,69690,1467,大腿环吸,ZW069,整外科,脂肪手术,,,,,,,
105398,69689,1467,腰腹吸脂,ZW068,整外科,脂肪手术,,,,,,,
105397,69688,1467,手臂吸脂（蝴蝶袖）,ZW067,整外科,脂肪手术,,,,,,,
105396,69687,1467,脂肪填充单部位,ZW066,整外科,脂肪手术,,,,,,,
105395,69686,1467,乳房注射材料取出,ZW065,整外科,隆胸手术,,,,,,,
105394,69685,1467,副乳切除术,ZW064,整外科,隆胸手术,,,,,,,
105393,69684,1467,乳晕缩小,ZW063,整外科,隆胸手术,,,,,,,
105392,69683,1467,乳头缩小,ZW062,整外科,隆胸手术,,,,,,,
105391,69682,1467,乳房肥大矫正术,ZW061,整外科,隆胸手术,,,,,,,
105390,69681,1467,乳房下垂矫正术,ZW060,整外科,隆胸手术,,,,,,,
105389,69680,1467,自体脂肪隆胸,ZW059,整外科,隆胸手术,,,,,,,
105388,69679,1467,进口假体隆胸（美国奥诺拉）,ZW058,整外科,隆胸手术,,,,,,,
105387,69678,1467,进口假体隆胸(德国宝俪),ZW057,整外科,隆胸手术,,,,,,,
105386,69677,1467,进口假体隆胸（美国曼陀）,ZW056,整外科,隆胸手术,,,,,,,
105385,69676,1467,进口假体隆胸（韩国蓓拉）,ZW055,整外科,隆胸手术,,,,,,,
105384,69675,1467,国产假体隆胸（蓝贝）,ZW054,整外科,隆胸手术,,,,,,,
105383,69674,1467,鼻部失败手术修复费,ZW053,整外科,鼻部-鼻综合,,,,,,,
105382,69673,1467,取鼻假体（膨体/注射材料）,ZW052,整外科,鼻部-鼻综合,,,,,,,
105381,69672,1467,取鼻假体（硅胶）,ZW051,整外科,鼻部-鼻综合,,,,,,,
105380,69671,1467,鼻基底填充（肋骨）,ZW050,整外科,鼻部-鼻综合,,,,,,,
105379,69670,1467,鼻基底填充（膨体）,ZW049,整外科,鼻部-鼻综合,,,,,,,
105378,69669,1467,鼻基底填充（硅胶）,ZW048,整外科,鼻部-鼻综合,,,,,,,
105377,69668,1467,鼻中隔矫正（歪鼻矫正）,ZW047,整外科,鼻部-鼻综合,,,,,,,
105376,69667,1467,鼻小柱延长,ZW046,整外科,鼻部-鼻综合,,,,,,,
105375,69666,1467,鼻小柱缩短,ZW045,整外科,鼻部-鼻综合,,,,,,,
105374,69665,1467,驼峰鼻矫正,ZW044,整外科,鼻部-鼻综合,,,,,,,
105373,69664,1467,宽鼻改窄,ZW043,整外科,鼻部-鼻综合,,,,,,,
105372,69663,1467,鼻翼缩小,ZW042,整外科,鼻部-鼻综合,,,,,,,
105371,69662,1467,鼻头缩小,ZW041,整外科,鼻部-鼻综合,,,,,,,
105370,69661,1467,专家点名费,ZW040,整外科,鼻部-鼻综合,,,,,,,
105354,69645,1467,眶隔释放综合去眼袋（脂肪平铺+筋膜悬吊）,ZW024,整外科,眼部-眼袋手术,,,,,,,
105353,69644,1467,眶隔释放眼袋矫正术（眶袋脂肪平铺）,ZW023,整外科,眼部-眼袋手术,,,,,,,
105346,69637,1467,提眉术,ZW016,整外科,眼部-眉部手术,,,,,,,
105345,69636,1467,切眉术,ZW015,整外科,眼部-眉部手术,,,,,,,
105344,69635,1467,眼线切除术,ZW014,整外科,眼部-眉部手术,,,,,,,
105343,69634,1467,眼部失败手术修复,ZW013,整外科,眼部-重睑术,,,,,,,
105342,69633,1467,倒睫矫正术,ZW012,整外科,眼部-重睑术,,,,,,,
105340,69631,1467,上睑下垂调整术（提上睑肌调整）,ZW010,整外科,眼部-重睑术,,,,,,,
105339,69630,1467,上睑松弛矫正术（眉部/睑板切口）,ZW009,整外科,眼部-重睑术,,,,,,,
105338,69629,1467,外眦成型术（外眼角）,ZW008,整外科,眼部-重睑术,,,,,,,
105337,69628,1467,内眦赘皮矫正术（开内眼角）,ZW007,整外科,眼部-重睑术,,,,,,,
105188,69481,1467,镇痛泵（丰胸等手术术后携带）,mz004,麻醉科,麻醉,,,,,,,
105187,69480,1467,全麻插管,mz003,麻醉科,麻醉,,,,,,,
105186,69479,1467,静脉麻醉,mz002,麻醉科,麻醉,,,,,,,
105185,69478,1467,常规无痛麻醉（小手术）,mz001,麻醉科,麻醉,,,,,,,
104007,68382,1467,【服务】可选择型添加VC,pfk031,皮肤科,中胚层项目,,,,,,,
104003,68378,1467,【服务】洗眉/眼/唇/乳,pfk080,皮肤科,洗眉/眼/唇/乳,,,,,,,
104002,68377,1467,【服务】孕睫术,pfk079,皮肤科,半永久孕睫术,,,,,,,
104000,68375,1467,【服务】半永久粉嫩乳晕,pfk077,皮肤科,半永久乳晕,,,,,,,
103994,68369,1467,【服务】经典漂唇,pfk071,纹绣部,纹唇,,,,,,,
103983,68358,1467,【服务】进口水杨酸,pfk015,皮肤科,小项目,,,,,,,
103980,68355,1467,【服务】二氧化碳激光清痘,pfk012,皮肤科,光电项目,,,,,,,
103964,68339,1467,【服务】皮赘/扁平疣/汗管瘤/脂肪粒,pfk027,皮肤科,光电项目,,,,,,,
103962,68337,1467,【服务】其他身体单部位,pfk086,皮肤科,脱毛项目,,,,,,,
103734,68114,1467,【服务】溶解酶,WC135,无创科,玻尿酸（塑形填充）,,,,,,,
103673,68053,1467,苹果肌复位术,WC095,无创科,（长效型线雕）悦美艺术线雕,,,,,,,
103668,68048,1467,【服务】双美胶原蛋白2号1m,WC053,无创科,玻尿酸（塑形填充）,,,,,,,
103666,68046,1467,【服务】宝尼达0.5ml,WC051,无创科,玻尿酸（塑形填充）,,,,,,,
103665,68045,1467,【服务】特价海薇M+玻尿酸1ml,WC050,无创科,玻尿酸（塑形填充）,,,,,,,
103662,68042,1467,【服务】海薇玻尿酸1ml,WC047,无创科,玻尿酸（塑形填充）,,,,,,,
103659,68039,1467,【服务】爱芙莱玻尿酸1ml,WC044,无创科,玻尿酸（塑形填充）,,,,,,,
103648,68028,1467,【服务】特价铂金瑞蓝玻尿酸1ml,WC033,无创科,玻尿酸（塑形填充）,,,,,,,
89623,59901,1467,纯韩微创三点重睑术（国内,007,整外科,眼部-重睑术,,,,,,,
89622,59900,1467,纯韩微创三点重睑术（韩美）,006,整外科,眼部-重睑术,,,,,,,
89619,59897,1467,复查,003,美丽管家部,分诊,,,,,,,
